,epoch_losses,elapsed_time
0,2.2040345719628243,15.616280399262905
1,1.6325208591753995,31.999499978497624
2,1.3027422972071145,48.26015876419842
3,1.1056186999085107,64.47165775485337
4,1.0158518884481906,80.6666547972709
5,0.9585475361169274,96.73705763928592
6,0.9084792616270753,112.61397648788989
7,0.8484975205047298,128.54560230486095
8,0.7966146519951729,144.64827850461006
9,0.7645322402148867,160.50026910007
10,0.7440713009854624,176.30187983252108
11,0.7296889546329278,192.28753619082272
12,0.7203897847803925,208.23687566258013
13,0.7130232451439921,223.98000080883503
14,0.7066703588723628,239.77449846453965
15,0.7014897080626823,255.5326670575887
16,0.6973351689416971,271.3650964926928
17,0.6943372524877601,287.3115622214973
18,0.6918027551570681,303.1688878592104
19,0.689113104902605,319.1178370658308
20,0.6857800366781922,335.06668435782194
21,0.6828365590272427,351.01393203251064
22,0.6819067380702826,366.87423690781
23,0.6796408108810881,382.7065461985767
24,0.6779597517269761,398.66531578451395
25,0.6763795318761106,414.47078585997224
26,0.6737121731868939,430.37455233745277
27,0.6726788429181967,446.2797447517514
28,0.6711151587810598,462.248175309971
29,0.6698394369469014,478.20455720089376
